player,team,position,active_2026,started_first_wc,starts_last3,recent_starter,minutes,matches,goals,assists,shots,sot,fouls,fouled,yellow,red,goals_per90,assists_per90,shots_per90,sot_per90,fouls_per90,yellow_per90,g_per_sh
Mateo Kovačić,Croatia,MF,True,False,2,True,172.0,3,0.0,0.0,1.2,0.0,0.925,2.265,0.0,0.0,0.0,0.0,1.268,0.0,0.977,0.0,0.0
Marco Pašalić,Croatia,FW,True,False,1,False,309.0,7,0.0,0.415,3.072,0.415,0.903,1.688,0.0,0.0,0.0,0.26,1.928,0.26,0.567,0.0,0.0
Ante Budimir,Croatia,FW,True,False,1,False,218.0,5,0.0,0.255,2.819,1.199,1.463,3.18,0.51,0.0,0.0,0.265,2.931,1.247,1.521,0.53,0.0
Martin Baturina,Croatia,MF,True,False,1,False,269.0,5,0.0,0.0,0.715,0.0,1.435,3.745,0.51,0.0,0.0,0.0,0.564,0.0,1.132,0.402,0.0
Petar Sučić,Croatia,MF,True,False,1,False,479.0,7,0.0,0.0,1.395,0.353,3.06,5.246,0.353,0.0,0.0,0.0,0.657,0.166,1.441,0.166,0.0
Igor Matanović,Croatia,FW,True,False,0,False,142.0,4,0.0,0.0,2.374,0.0,2.699,2.236,0.0,0.0,0.0,0.0,2.782,0.0,3.163,0.0,0.0
Josip Šutalo,Croatia,DF,True,False,1,False,394.0,6,0.0,0.0,0.0,0.0,1.174,2.337,0.0,0.0,0.0,0.0,0.0,0.0,0.609,0.0,0.0
Dominik Kotarski,Croatia,GK,True,False,0,False,121.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Moro,Croatia,MF,True,False,0,False,184.0,5,0.0,0.0,0.574,0.574,0.0,1.148,0.0,0.0,0.0,0.0,0.571,0.571,0.0,0.0,0.0
Duje Ćaleta-Car,Croatia,DF,True,False,0,False,315.0,4,0.0,0.0,1.109,0.555,1.801,0.51,0.3,0.0,0.0,0.0,0.929,0.464,1.508,0.251,0.0
Franjo Ivanović,Croatia,FW,True,False,0,False,253.0,5,0.0,0.0,3.026,0.715,1.983,0.829,0.255,0.0,0.0,0.0,2.762,0.652,1.81,0.233,0.0
Mislav Oršić,Croatia,FW,True,False,0,False,19.0,1,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.737,0.0,0.0,0.0,0.0
Domagoj Bradarić,Croatia,DF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lovro Majer,Croatia,MF,True,False,0,False,109.0,2,0.0,0.715,2.674,1.544,0.0,0.0,0.0,0.0,0.0,1.495,5.592,3.23,0.0,0.0,0.0
Borna Sosa,Croatia,DF,True,False,0,False,51.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Smolčić,Croatia,DF,True,False,0,False,10.0,1,0.0,0.0,0.255,0.255,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0
ArJany Martha,Curaçao,DF,True,False,0,False,25.0,1,0.415,0.0,0.415,0.415,0.415,0.0,0.0,0.0,3.6,0.0,3.6,3.6,3.6,0.0,1.0
Jordi Paulina,Curaçao,MF,True,False,0,False,54.0,2,0.83,0.0,0.83,0.83,0.903,0.415,0.0,0.0,3.238,0.0,3.238,3.238,3.524,0.0,1.0
Tyrese Noslin,Curaçao,DF,True,False,0,False,87.0,3,0.255,0.0,1.377,0.688,0.943,1.676,0.0,0.0,0.797,0.0,4.304,2.152,2.948,0.0,0.185
Livano Comenencia,Curaçao,DF,True,True,2,True,469.0,7,1.9,0.0,4.62,2.315,2.605,1.953,0.0,0.0,0.582,0.0,1.414,0.709,0.797,0.0,0.411
Kenji Gorré,Curaçao,FW,True,False,0,False,298.0,4,0.652,0.0,1.897,1.067,2.769,2.159,0.0,0.0,0.499,0.0,1.451,0.816,2.118,0.0,0.344
Tahith Chong,Curaçao,MF,True,True,2,True,261.0,3,0.943,0.255,2.543,0.943,1.6,14.968,0.433,0.0,0.437,0.118,1.178,0.437,0.741,0.201,0.371
Roshon van Eijma,Curaçao,DF,True,False,0,False,271.0,4,0.415,0.0,1.339,0.67,1.179,0.67,0.0,0.0,0.357,0.0,1.154,0.577,1.016,0.0,0.31
Sontje Hansen,Curaçao,FW,True,True,1,False,261.0,4,0.415,0.0,2.845,2.015,0.415,2.447,0.415,0.0,0.23,0.0,1.577,1.117,0.23,0.23,0.146
Leandro Bacuna,Curaçao,MF,True,True,2,True,574.0,7,0.415,0.415,6.642,1.618,4.636,5.442,0.353,0.0,0.116,0.116,1.858,0.452,1.297,0.099,0.062
Juninho Bacuna,Curaçao,MF,True,True,2,True,580.0,7,0.415,0.715,5.019,1.499,7.2,9.073,0.0,0.0,0.115,0.198,1.392,0.416,1.998,0.0,0.083
Eloy Room,Curaçao,GK,True,True,2,True,634.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherel Constancio Floranus,Curaçao,DF,True,True,2,True,180.0,2,0.0,0.0,0.0,0.0,1.6,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.0
Riechedly Bazoer,Curaçao,DF,True,True,2,True,214.0,3,0.0,0.0,0.0,0.0,3.2,0.255,0.0,0.0,0.0,0.0,0.0,0.0,1.568,0.0,0.0
Armando Obispo,Curaçao,DF,True,True,2,True,527.0,6,0.0,0.433,1.067,0.415,2.511,1.201,0.353,0.0,0.0,0.123,0.303,0.118,0.712,0.1,0.0
Deveron Fonville,Curaçao,DF,True,True,2,True,180.0,2,0.0,0.0,0.433,0.0,1.6,3.634,0.0,0.0,0.0,0.0,0.213,0.0,0.787,0.0,0.0
Jürgen Locadia,Curaçao,FW,True,True,2,True,409.0,6,0.0,0.3,1.719,1.231,3.21,7.395,0.0,0.433,0.0,0.118,0.679,0.486,1.267,0.0,0.0
Jeremy Antonisse,Curaçao,FW,True,False,0,False,244.0,6,0.0,0.415,2.101,1.613,0.488,0.488,0.488,0.0,0.0,0.264,1.339,1.028,0.311,0.311,0.0
Jearl Margaritha,Curaçao,FW,True,False,0,False,196.0,4,0.0,0.255,2.507,0.0,0.255,0.353,0.0,0.0,0.0,0.252,2.48,0.0,0.252,0.0,0.0
Gervane Kastaneer,Curaçao,FW,True,False,0,False,159.0,5,0.0,0.0,0.415,0.0,2.288,1.653,0.688,0.0,0.0,0.0,0.481,0.0,2.652,0.798,0.0
Jurien Gaari,Curaçao,DF,True,False,1,False,294.0,5,0.0,0.0,0.0,0.0,2.127,0.433,0.353,0.0,0.0,0.0,0.0,0.0,1.8,0.298,0.0
Godfried Roemeratoe,Curaçao,MF,True,False,0,False,93.0,4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.739,0.0,0.0
Shurandy Sambo,Curaçao,DF,True,False,0,False,454.0,5,0.0,0.0,0.67,0.67,4.062,3.27,0.0,0.0,0.0,0.0,0.367,0.367,2.225,0.0,0.0
Sherel Floranus,Curaçao,DF,True,False,0,False,364.0,4,0.0,0.0,0.488,0.488,1.744,1.437,0.255,0.0,0.0,0.0,0.32,0.32,1.143,0.167,0.0
Joshua Brenet,Curaçao,DF,True,False,0,False,107.0,2,0.0,0.0,0.3,0.3,0.0,0.715,0.0,0.0,0.0,0.0,0.793,0.793,0.0,0.0,0.0
Joshua Zimmerman,Curaçao,FW,True,False,0,False,11.0,1,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Douděra,Czechia,MF,True,False,0,False,90.0,1,0.488,0.488,0.976,0.976,0.0,0.488,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.5
Adam Karabec,Czechia,MF,True,False,0,False,217.0,4,0.841,0.0,1.817,1.329,0.713,2.616,0.0,0.0,0.867,0.0,1.873,1.37,0.735,0.0,0.463
Ladislav Krejčí,Czechia,DF,True,True,1,False,510.0,5,2.85,0.0,3.998,3.424,8.604,5.451,0.353,0.0,0.727,0.0,1.02,0.874,2.196,0.09,0.713
Tomáš Chorý,Czechia,FW,True,False,0,False,366.0,7,0.627,1.329,2.203,1.115,8.137,3.863,0.0,0.0,0.312,0.662,1.097,0.555,4.053,0.0,0.285
Pavel Šulc,Czechia,MF,True,True,1,False,451.0,6,0.676,0.0,3.551,1.651,5.154,3.802,0.139,0.0,0.211,0.0,1.108,0.515,1.609,0.043,0.19
Patrik Schick,Czechia,FW,True,True,1,False,388.0,5,0.574,0.0,2.527,0.574,5.277,4.013,0.0,0.0,0.185,0.0,0.816,0.185,1.704,0.0,0.227
Robin Hranáč,Czechia,DF,True,True,1,False,510.0,5,0.488,0.0,0.976,0.488,9.669,0.627,0.574,0.0,0.125,0.0,0.251,0.125,2.483,0.147,0.5
Tomáš Souček,Czechia,MF,True,True,1,False,535.0,7,0.488,0.0,3.101,0.488,4.782,1.358,0.0,0.0,0.122,0.0,0.775,0.122,1.194,0.0,0.157
Vladimír Coufal,Czechia,DF,True,True,1,False,563.0,6,0.488,2.088,0.976,0.976,6.079,2.252,0.0,0.0,0.117,0.501,0.234,0.234,1.458,0.0,0.5
Matěj Kovář,Czechia,GK,True,True,1,False,645.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Štěpán Chaloupek,Czechia,DF,True,True,1,False,307.0,4,0.0,0.0,0.488,0.0,2.748,0.574,0.0,0.0,0.0,0.0,0.158,0.0,0.887,0.0,0.0
Alexandr Sojka,Czechia,MF,True,True,1,False,84.0,1,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaroslav Zelený,Czechia,DF,True,True,1,False,368.0,4,0.0,0.976,0.0,0.0,2.814,2.276,0.676,0.0,0.0,0.308,0.0,0.0,0.888,0.213,0.0
Lukáš Provod,Czechia,MF,True,True,1,False,348.0,5,0.0,0.0,3.099,0.3,5.273,3.998,0.0,0.0,0.0,0.0,1.129,0.109,1.921,0.0,0.0
Michal Sadílek,Czechia,FW,True,False,0,False,184.0,5,0.0,0.574,4.262,3.2,0.556,0.852,0.139,0.0,0.0,0.561,4.166,3.128,0.543,0.136,0.0
Adam Hložek,Czechia,FW,True,False,0,False,26.0,1,0.0,0.0,3.2,1.6,0.0,1.6,0.0,0.0,0.0,0.0,6.923,3.462,0.0,0.0,0.0
Mojmír Chytil,Czechia,FW,True,False,0,False,114.0,4,0.0,0.0,0.0,0.0,2.174,0.574,0.0,0.0,0.0,0.0,0.0,0.0,2.333,0.0,0.0
Vladimír Darida,Czechia,MF,True,False,0,False,105.0,2,0.0,0.0,0.0,0.0,1.25,0.676,0.0,0.0,0.0,0.0,0.0,0.0,1.695,0.0,0.0
Lukáš Červ,Czechia,MF,True,False,0,False,242.0,4,0.0,0.0,1.351,0.676,0.599,2.416,0.0,0.0,0.0,0.0,1.166,0.583,0.517,0.0,0.0
Tomáš Holeš,Czechia,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Jurásek,Czechia,MF,True,False,0,False,236.0,3,0.0,0.0,0.976,0.0,1.062,0.0,0.0,0.0,0.0,0.0,0.879,0.0,0.957,0.0,0.0
Jan Kliment,Czechia,FW,True,False,0,False,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michal Beran,Czechia,MF,True,False,0,False,176.0,3,0.0,0.0,0.0,0.0,1.115,0.488,0.0,0.0,0.0,0.0,0.0,0.0,1.963,0.0,0.0
Krystof Daněk,Czechia,MF,True,False,0,False,33.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Vitík,Czechia,DF,True,False,0,False,270.0,3,0.0,0.0,0.353,0.0,2.288,0.139,0.0,0.0,0.0,0.0,0.446,0.0,2.891,0.0,0.0
Václav Jemelka,Czechia,DF,True,False,0,False,180.0,2,0.0,0.0,0.492,0.0,0.0,0.353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Václav Černý,Czechia,FW,True,False,0,False,146.0,3,0.0,0.0,0.705,0.0,0.0,0.492,0.0,0.0,0.0,0.0,1.543,0.0,0.0,0.0,0.0
Vasil Kušej,Czechia,MF,True,False,0,False,107.0,2,0.0,0.0,0.0,0.0,0.599,0.353,0.0,0.0,0.0,0.0,0.0,0.0,1.566,0.0,0.0
Matěj Vydra,Czechia,FW,True,False,0,False,73.0,2,0.0,0.0,0.353,0.0,0.705,0.3,0.0,0.0,0.0,0.0,1.308,0.0,2.616,0.0,0.0
Jan Chramosta,Czechia,FW,True,False,0,False,8.0,1,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0
Ondrej Lingr,Czechia,MF,True,False,0,False,14.0,1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.429,0.0,0.0
Martin Cedidla,Czechia,MF,True,False,0,False,64.0,1,0.0,0.0,0.0,0.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.812,0.0,0.0
Alex Král,Czechia,MF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.139,0.139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Vítězslav Jaroš,Czechia,GK,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Kuchta,Czechia,FW,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy Caicedo,Ecuador,FW,True,False,2,True,106.0,3,0.51,0.0,1.312,0.944,1.454,0.0,0.0,0.0,0.909,0.0,2.339,1.682,2.592,0.0,0.389
Leonardo Campana,Ecuador,FW,True,False,0,False,137.0,4,0.266,0.0,0.696,0.696,0.192,0.0,0.0,0.0,0.733,0.0,1.917,1.917,0.53,0.0,0.383
Pervis Estupiñán,Ecuador,DF,True,False,1,False,254.0,5,0.51,0.0,1.724,0.51,1.844,0.867,0.0,0.0,0.503,0.0,1.701,0.503,1.82,0.0,0.296
Anthony Valencia,Ecuador,FW,True,False,2,True,195.0,3,0.433,0.0,0.867,0.867,0.368,0.0,0.0,0.0,0.453,0.0,0.905,0.905,0.385,0.0,0.5
Nilson Angulo,Ecuador,MF,True,False,1,False,408.0,8,0.776,0.0,2.252,1.465,2.954,4.092,0.0,0.0,0.433,0.0,1.258,0.818,1.65,0.0,0.345
Jackson Porozo,Ecuador,DF,True,False,2,True,208.0,3,0.433,0.0,0.944,0.433,4.22,0.51,2.11,0.0,0.301,0.0,0.655,0.301,2.928,1.464,0.459
Enner Valencia,Ecuador,FW,True,True,1,False,536.0,7,0.787,0.0,4.474,1.739,6.119,8.292,0.0,0.0,0.294,0.0,1.67,0.649,2.284,0.0,0.176
Jordy Alcivar,Ecuador,MF,True,False,1,False,320.0,8,0.192,0.0,1.187,0.818,1.592,0.163,0.192,0.0,0.198,0.0,1.219,0.841,1.636,0.198,0.162
John Yeboah,Ecuador,FW,True,True,2,True,648.0,10,0.313,1.03,7.47,1.243,2.121,1.962,0.192,0.0,0.104,0.341,2.474,0.412,0.703,0.064,0.042
Hernán Galíndez,Ecuador,GK,True,True,2,True,718.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Franco,Ecuador,DF,True,True,2,True,638.0,9,0.0,0.0,0.266,0.0,7.292,1.104,0.878,0.0,0.0,0.0,0.095,0.0,2.608,0.314,0.0
Joel Ordóñez,Ecuador,DF,True,True,1,False,776.0,9,0.0,0.0,0.266,0.0,2.146,0.266,0.192,0.0,0.0,0.0,0.073,0.0,0.585,0.052,0.0
Willian Pacho,Ecuador,DF,True,True,1,False,731.0,8,0.0,0.0,0.226,0.0,2.121,0.521,0.163,0.0,0.0,0.0,0.066,0.0,0.622,0.048,0.0
Piero Hincapié,Ecuador,DF,True,True,1,False,484.0,6,0.0,0.0,1.031,0.266,1.107,2.319,0.226,0.0,0.0,0.0,0.359,0.093,0.386,0.079,0.0
Moisés Caicedo,Ecuador,MF,True,True,1,False,552.0,7,0.0,0.0,1.913,0.0,8.434,4.661,1.002,0.255,0.0,0.0,0.6,0.0,2.645,0.314,0.0
Pedro Vite,Ecuador,MF,True,True,1,False,725.0,9,0.0,0.0,2.132,0.0,1.942,2.133,0.878,0.0,0.0,0.0,0.603,0.0,0.549,0.248,0.0
Alan Minda,Ecuador,FW,True,True,2,True,229.0,6,0.0,0.0,4.799,0.776,0.192,2.736,0.0,0.0,0.0,0.0,2.945,0.476,0.118,0.0,0.0
Gonzalo Plata,Ecuador,FW,True,True,1,False,496.0,7,0.0,0.846,3.868,2.399,3.331,1.003,0.255,0.0,0.0,0.285,1.306,0.81,1.124,0.086,0.0
Ángelo Preciado,Ecuador,MF,True,False,0,False,320.0,8,0.0,0.0,1.183,0.163,2.137,0.255,0.255,0.0,0.0,0.0,0.811,0.112,1.465,0.175,0.0
Kevin Rodriguez,Ecuador,FW,True,False,0,False,218.0,6,0.0,0.0,0.418,0.418,1.339,2.214,0.0,0.0,0.0,0.0,0.501,0.501,1.603,0.0,0.0
Félix Torres,Ecuador,DF,True,False,2,True,209.0,3,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.181,0.0,0.0
Yaimar Medina,Ecuador,DF,True,False,1,False,222.0,4,0.0,0.0,0.51,0.51,1.568,0.789,0.356,0.0,0.0,0.0,0.667,0.667,2.05,0.465,0.0
Jeremy Arevalo,Ecuador,FW,True,False,1,False,86.0,4,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.128,0.0,0.0,0.0,0.0
Kendry Páez,Ecuador,MF,True,False,1,False,240.0,7,0.0,0.0,1.275,0.51,1.993,0.548,0.0,0.0,0.0,0.0,1.65,0.66,2.579,0.0,0.0
Gonzalo Valle,Ecuador,GK,True,False,0,False,72.0,2,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moisés Ramírez,Ecuador,GK,True,False,1,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Andrés Hurtado,Ecuador,DF,True,False,1,False,45.0,1,0.0,0.0,0.0,0.0,0.867,0.0,0.433,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
Denil Castillo,Ecuador,MF,True,False,1,False,146.0,4,0.0,0.0,0.867,0.0,1.133,2.7,0.0,0.0,0.0,0.0,1.532,0.0,2.002,0.0,0.0
Darwin Guagua,Ecuador,MF,True,False,1,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Mercado,Ecuador,FW,True,False,0,False,52.0,3,0.0,0.0,0.725,0.0,0.867,0.0,0.0,0.0,0.0,0.0,3.722,0.0,4.452,0.0,0.0
Fricio Caicedo,Ecuador,DF,True,False,0,False,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Cabezas,Ecuador,GK,True,False,0,False,31.0,1,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrik Mercado,Ecuador,MF,True,False,0,False,40.0,2,0.0,0.0,0.0,0.0,0.419,0.0,0.226,0.0,0.0,0.0,0.0,0.0,4.537,2.452,0.0
Jhoanner Chávez,Ecuador,DF,True,False,0,False,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islam Issa,Egypt,MF,True,False,0,False,126.0,2,0.313,0.0,0.313,0.313,2.358,1.732,0.368,0.0,0.652,0.0,0.652,0.652,4.91,0.767,1.0
Emam Ashour,Egypt,MF,True,True,2,True,521.0,9,1.6,1.051,5.821,1.6,1.484,10.672,0.0,0.0,0.487,0.319,1.77,0.487,0.451,0.0,0.275
Mostafa Ziko,Egypt,FW,True,True,2,True,208.0,3,0.944,0.0,2.977,2.977,0.433,4.067,0.0,0.0,0.46,0.0,1.451,1.451,0.211,0.0,0.317
Mohamed Salah,Egypt,FW,True,True,1,False,510.0,6,0.682,1.969,3.419,3.419,5.431,8.613,0.0,0.0,0.205,0.591,1.026,1.026,1.631,0.0,0.199
Mahmoud Trézéguet,Egypt,MF,True,False,2,True,345.0,8,0.313,0.0,1.939,0.626,3.58,2.213,0.0,0.0,0.199,0.0,1.234,0.399,2.278,0.0,0.162
Zizo,Egypt,MF,True,False,1,False,367.0,9,0.313,0.627,1.159,1.159,2.034,1.334,0.0,0.0,0.184,0.368,0.681,0.681,1.195,0.0,0.27
Omar Marmoush,Egypt,FW,True,True,3,True,718.0,9,0.682,0.0,5.496,1.429,8.249,8.19,0.0,0.0,0.156,0.0,1.26,0.328,1.892,0.0,0.124
Rami Rabia,Egypt,DF,True,False,0,False,481.0,7,0.369,0.0,0.682,0.682,1.691,0.824,0.313,0.0,0.156,0.0,0.288,0.288,0.714,0.132,0.541
Marwan Attia,Egypt,MF,True,True,3,True,731.0,8,0.313,0.313,0.627,0.313,7.237,1.235,1.913,0.0,0.072,0.072,0.143,0.072,1.657,0.438,0.5
Yasser Ibrahim,Egypt,DF,True,True,3,True,759.0,9,0.313,0.0,0.747,0.313,1.356,2.326,0.635,0.0,0.07,0.0,0.168,0.07,0.305,0.143,0.42
Mostafa Shobeir,Egypt,GK,True,True,3,True,551.0,7,0.0,0.0,0.0,0.0,0.0,1.6,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0
Mohamed Hany,Egypt,MF,True,True,3,True,806.0,9,0.0,1.06,0.369,0.369,3.499,2.329,0.51,0.0,0.0,0.221,0.077,0.077,0.729,0.106,0.0
Hamdy Fathy,Egypt,MF,True,True,2,True,749.0,9,0.0,0.0,0.266,0.0,7.855,6.215,1.05,0.368,0.0,0.0,0.059,0.0,1.749,0.234,0.0
Ahmed Fatouh,Egypt,MF,True,True,2,True,631.0,8,0.0,0.313,0.51,0.51,3.569,4.612,1.913,0.0,0.0,0.083,0.136,0.136,0.95,0.509,0.0
Mohanad Lasheen,Egypt,MF,True,True,3,True,547.0,7,0.0,0.0,0.368,0.368,4.843,4.067,0.0,0.0,0.0,0.0,0.1,0.1,1.312,0.0,0.0
Hamza Abdelkarim,Egypt,FW,True,False,0,False,27.0,3,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karim Hafez,Egypt,DF,True,False,1,False,105.0,3,0.0,0.0,0.0,0.0,0.944,0.433,0.0,0.0,0.0,0.0,0.0,0.0,1.778,0.0,0.0
Ibrahim Adel,Egypt,MF,True,False,0,False,272.0,7,0.0,0.0,0.433,0.433,1.906,1.4,0.266,0.0,0.0,0.0,0.411,0.411,1.807,0.253,0.0
Haissem Hassan,Egypt,FW,True,False,1,False,168.0,4,0.0,0.0,0.313,0.313,0.433,1.136,0.0,0.0,0.0,0.0,0.409,0.409,0.566,0.0,0.0
Mohamed Abdelmonem,Egypt,DF,True,False,1,False,96.0,3,0.0,0.0,0.0,0.0,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.924,0.0,0.0
Tarek Alaa,Egypt,DF,True,False,0,False,24.0,2,0.0,0.0,0.0,0.0,0.51,0.433,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Mohamed El-Shenawy,Egypt,GK,True,False,0,False,382.0,5,0.0,0.0,0.0,0.0,0.0,0.433,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.0
Nabil Donga,Egypt,MF,True,False,0,False,18.0,1,0.0,0.0,0.0,0.0,0.433,0.0,0.433,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
Hossam Abdelmaguid,Egypt,DF,True,False,0,False,308.0,6,0.0,0.0,0.7,0.0,1.648,1.437,0.802,0.0,0.0,0.0,0.574,0.0,1.352,0.658,0.0
Mahmoud Saber,Egypt,MF,True,False,0,False,120.0,5,0.0,0.0,0.747,0.433,1.647,1.279,0.0,0.0,0.0,0.0,1.602,0.93,3.533,0.0,0.0
Mostafa Mohamed,Egypt,FW,True,False,0,False,169.0,6,0.0,0.0,1.013,0.313,1.844,2.815,0.0,0.0,0.0,0.0,1.365,0.422,2.483,0.0,0.0
Tariq Alaa,Egypt,DF,True,False,0,False,18.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Nabil Koka,Egypt,MF,True,False,0,False,18.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaled Sobhi,Egypt,DF,True,False,0,False,180.0,2,0.0,0.0,0.0,0.0,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686,0.0,0.0
Salah Mohsen,Egypt,FW,True,False,0,False,87.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Hamdi,Egypt,MF,True,False,0,False,44.0,1,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.045,0.0,0.0
Mohamed Ismail,Egypt,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Eid,Egypt,MF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.266,0.266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mostafa Fathy,Egypt,FW,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Shehata,Egypt,MF,True,False,0,False,26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ollie Watkins,England,FW,True,False,1,False,123.0,4,0.792,0.0,2.095,1.392,1.602,0.3,0.0,0.0,1.511,0.0,3.994,2.655,3.055,0.0,0.378
Harry Kane,England,FW,True,False,2,True,519.0,7,2.788,0.0,8.954,5.492,1.174,2.578,0.0,0.0,1.104,0.0,3.547,2.176,0.465,0.0,0.311
Ben White,England,DF,True,False,1,False,80.0,2,0.368,0.0,0.368,0.368,0.368,0.0,0.368,0.0,0.995,0.0,0.995,0.995,0.995,0.995,1.0
Eberechi Eze,England,MF,True,False,0,False,223.0,5,0.903,0.0,3.144,3.144,0.903,2.418,0.0,0.0,0.839,0.0,2.923,2.923,0.839,0.0,0.287
Anthony Gordon,England,FW,True,False,2,True,439.0,7,1.015,0.6,3.938,2.616,1.557,3.695,0.3,0.0,0.539,0.319,2.093,1.39,0.827,0.159,0.258
Bukayo Saka,England,MF,True,False,0,False,275.0,5,0.68,0.415,2.758,1.255,0.0,1.207,0.0,0.0,0.535,0.326,2.166,0.986,0.0,0.0,0.247
