player,team,position,active_2026,started_first_wc,starts_last3,recent_starter,minutes,matches,goals,assists,shots,sot,fouls,fouled,yellow,red,goals_per90,assists_per90,shots_per90,sot_per90,fouls_per90,yellow_per90,g_per_sh
Declan Rice,England,MF,True,False,1,False,468.0,7,0.855,0.599,3.994,2.328,0.0,0.3,0.0,0.0,0.416,0.292,1.944,1.133,0.0,0.0,0.214
Noni Madueke,England,MF,True,False,1,False,267.0,4,0.3,0.0,2.355,0.9,0.923,1.755,0.0,0.0,0.277,0.0,2.173,0.83,0.852,0.0,0.127
Marc Guéhi,England,DF,True,False,2,True,411.0,6,0.3,0.684,0.792,0.3,1.583,1.62,0.192,0.0,0.194,0.444,0.514,0.194,1.027,0.125,0.379
Marcus Rashford,England,MF,True,False,1,False,384.0,10,0.3,0.574,4.436,2.497,0.488,2.078,0.0,0.0,0.182,0.349,2.697,1.518,0.297,0.0,0.068
Ezri Konsa,England,DF,True,False,2,True,573.0,8,0.3,0.192,1.221,0.3,0.488,3.919,0.415,0.0,0.117,0.075,0.477,0.117,0.19,0.162,0.245
Morgan Rogers,England,FW,True,False,2,True,481.0,9,0.192,0.3,4.242,1.418,3.177,2.093,0.0,0.0,0.092,0.144,2.034,0.68,1.523,0.0,0.045
Jordan Pickford,England,GK,True,False,3,True,648.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece James,England,DF,True,False,1,False,335.0,5,0.0,0.255,0.0,0.0,2.752,0.809,0.0,0.0,0.0,0.161,0.0,0.0,1.736,0.0,0.0
John Stones,England,DF,True,False,2,True,439.0,6,0.0,0.415,0.51,0.0,1.341,0.192,0.0,0.0,0.0,0.186,0.228,0.0,0.6,0.0,0.0
Nico O'Reilly,England,DF,True,False,2,True,355.0,5,0.0,0.0,2.122,0.0,1.432,2.233,0.0,0.0,0.0,0.0,1.023,0.0,0.69,0.0,0.0
Elliot Anderson,England,MF,True,False,2,True,645.0,9,0.0,0.0,1.085,0.255,4.889,8.416,0.0,0.0,0.0,0.0,0.382,0.09,1.724,0.0,0.0
Jude Bellingham,England,MF,True,False,1,False,225.0,4,0.0,0.0,1.572,0.0,2.194,2.721,0.574,0.0,0.0,0.0,1.123,0.0,1.567,0.41,0.0
Dean Henderson,England,GK,True,False,0,False,117.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djed Spence,England,DF,True,False,1,False,342.0,6,0.0,0.51,0.925,0.0,1.168,1.117,0.192,0.0,0.0,0.366,0.663,0.0,0.838,0.138,0.0
Dan Burn,England,DF,True,False,0,False,275.0,6,0.0,0.0,0.51,0.0,1.684,0.415,0.255,0.0,0.0,0.0,0.376,0.0,1.242,0.188,0.0
Jarell Quansah,England,DF,True,False,1,False,154.0,3,0.0,0.0,0.574,0.574,0.574,0.574,0.0,0.0,0.0,0.0,0.601,0.601,0.601,0.0,0.0
Kobbie Mainoo,England,MF,True,False,2,True,156.0,4,0.0,0.0,1.11,0.6,1.033,1.11,0.0,0.0,0.0,0.0,1.371,0.741,1.277,0.0,0.0
Jordan Henderson,England,MF,True,False,1,False,175.0,6,0.0,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.267,0.0,0.0
James Trafford,England,GK,True,False,0,False,135.0,2,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tino Livramento,England,DF,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio Ngumoha,England,FW,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ivan Toney,England,FW,True,False,0,False,45.0,1,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Palmer,England,MF,True,False,1,False,93.0,2,0.0,0.0,0.0,0.0,0.0,1.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Foden,England,MF,True,False,1,False,168.0,4,0.0,0.488,0.857,0.0,1.008,2.027,0.0,0.0,0.0,0.59,1.035,0.0,1.218,0.0,0.0
Jarrod Bowen,England,FW,True,False,0,False,222.0,6,0.0,0.415,1.423,0.574,1.533,1.102,0.0,0.0,0.0,0.388,1.332,0.537,1.435,0.0,0.0
Dominic Solanke,England,FW,True,False,0,False,87.0,2,0.0,0.0,0.737,0.737,0.368,0.0,0.0,0.0,0.0,0.0,1.947,1.947,0.973,0.0,0.0
Valentino Livramento,England,DF,True,False,0,False,233.0,4,0.0,0.0,0.0,0.0,0.0,1.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Hall,England,DF,True,False,0,False,52.0,2,0.0,0.0,0.433,0.433,0.0,0.0,0.0,0.0,0.0,0.0,1.842,1.842,0.0,0.0,0.0
James Garner,England,MF,True,False,0,False,88.0,2,0.0,0.0,0.0,0.0,0.368,0.802,0.0,0.0,0.0,0.0,0.0,0.0,0.985,0.0,0.0
Harry Maguire,England,DF,True,False,0,False,102.0,2,0.0,0.0,1.235,0.433,0.0,0.0,0.0,0.0,0.0,0.0,2.898,1.017,0.0,0.0,0.0
Fikayo Tomori,England,DF,True,False,0,False,69.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Wharton,England,MF,True,False,0,False,130.0,3,0.0,0.0,0.0,0.0,0.943,1.311,0.574,0.0,0.0,0.0,0.0,0.0,1.315,0.801,0.0
Dominic Calvert-Lewin,England,FW,True,False,0,False,34.0,1,0.0,0.0,0.737,0.368,0.0,0.0,0.0,0.0,0.0,0.0,5.294,2.647,0.0,0.0,0.0
Harvey Barnes,England,MF,True,False,0,False,21.0,1,0.0,0.0,0.368,0.368,0.368,0.0,0.0,0.0,0.0,0.0,4.286,4.286,4.286,0.0,0.0
Myles Lewis-Skelly,England,DF,True,False,0,False,190.0,3,0.0,0.0,0.0,0.0,0.924,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.338,0.0,0.0
Ruben Loftus-Cheek,England,MF,True,False,0,False,21.0,1,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.286,0.0,0.0
Morgan Gibbs-White,England,MF,True,False,0,False,32.0,2,0.0,0.0,0.255,0.255,0.0,0.0,0.0,0.0,0.0,0.0,3.321,3.321,0.0,0.0,0.0
Jean-Philippe Mateta,France,FW,True,False,0,False,179.0,3,0.989,0.0,2.808,1.404,0.415,0.0,0.0,0.0,1.033,0.0,2.933,1.466,0.433,0.0,0.352
Désiré Doué,France,MF,True,True,2,True,194.0,4,0.867,0.0,2.155,2.155,1.033,0.368,0.433,0.0,0.92,0.0,2.287,2.287,1.097,0.46,0.402
Kylian Mbappé,France,FW,True,True,2,True,572.0,8,2.252,1.14,12.545,5.297,0.976,1.568,0.3,0.0,0.873,0.442,4.863,2.054,0.378,0.116,0.18
Michael Olise,France,MF,True,True,2,True,661.0,9,2.543,0.368,6.573,4.811,1.501,6.256,0.0,0.0,0.855,0.124,2.211,1.618,0.505,0.0,0.387
Florian Thauvin,France,MF,True,False,0,False,105.0,3,0.353,0.0,2.365,0.767,0.415,0.767,0.0,0.0,0.672,0.0,4.508,1.463,0.791,0.0,0.149
Hugo Ekitiké,France,FW,True,False,0,False,302.0,8,0.857,0.353,4.967,2.131,2.626,2.702,0.0,0.0,0.582,0.24,3.376,1.448,1.785,0.0,0.172
Christopher Nkunku,France,FW,True,False,0,False,148.0,4,0.415,0.0,3.541,1.404,1.148,2.137,0.0,0.0,0.528,0.0,4.51,1.788,1.463,0.0,0.117
Maghnes Akliouche,France,MF,True,False,1,False,255.0,9,0.574,0.848,2.096,1.062,1.935,0.802,0.0,0.0,0.422,0.624,1.541,0.781,1.422,0.0,0.274
Marcus Thuram,France,MF,True,False,2,True,261.0,4,0.433,0.433,3.972,1.333,4.232,2.563,0.433,0.0,0.358,0.358,3.279,1.1,3.493,0.358,0.109
Rayan Cherki,France,MF,True,False,2,True,280.0,5,0.51,0.0,1.996,1.02,0.51,2.742,0.0,0.0,0.329,0.0,1.286,0.657,0.329,0.0,0.255
Bradley Barcola,France,MF,True,False,0,False,246.0,6,0.3,0.255,1.942,0.788,1.252,0.855,0.0,0.0,0.285,0.242,1.848,0.75,1.192,0.0,0.154
Adrien Rabiot,France,MF,True,True,2,True,350.0,6,0.353,0.0,2.536,0.721,3.513,2.903,0.353,0.0,0.205,0.0,1.473,0.419,2.04,0.205,0.139
Mike Maignan,France,GK,True,True,2,True,720.0,8,0.0,0.0,0.0,0.0,0.0,0.368,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0
Jules Koundé,France,DF,True,True,2,True,442.0,6,0.0,0.0,1.318,0.415,1.11,0.255,0.0,0.0,0.0,0.0,0.648,0.204,0.546,0.0,0.0
Dayot Upamecano,France,DF,True,True,2,True,640.0,8,0.0,0.0,0.353,0.0,1.083,0.809,0.0,0.368,0.0,0.0,0.122,0.0,0.375,0.0,0.0
William Saliba,France,DF,True,True,1,False,315.0,4,0.0,0.0,0.0,0.0,2.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.301,0.0,0.0
Theo Hernández,France,DF,True,True,2,True,467.0,6,0.0,0.353,1.321,0.0,1.547,4.299,0.3,0.0,0.0,0.156,0.584,0.0,0.683,0.132,0.0
Aurélien Tchouaméni,France,MF,True,True,2,True,343.0,5,0.0,0.255,1.365,0.51,1.199,2.123,0.0,0.3,0.0,0.168,0.898,0.335,0.789,0.0,0.0
Ousmane Dembélé,France,FW,True,True,1,False,156.0,3,0.0,0.368,0.51,0.255,0.0,0.0,0.0,0.0,0.0,0.49,0.677,0.338,0.0,0.0,0.0
Malo Gusto,France,DF,True,False,0,False,367.0,8,0.0,1.748,0.353,0.353,1.68,1.87,0.0,0.0,0.0,0.958,0.193,0.193,0.92,0.0,0.0
Maxence Lacroix,France,DF,True,False,1,False,218.0,4,0.0,0.0,0.6,0.0,0.867,0.0,0.0,0.0,0.0,0.0,0.522,0.0,0.755,0.0,0.0
Lucas Digne,France,DF,True,False,1,False,439.0,6,0.0,0.415,1.43,0.415,2.356,2.079,0.0,0.0,0.0,0.201,0.693,0.201,1.143,0.0,0.0
Manu Koné,France,MF,True,False,0,False,381.0,6,0.0,0.0,1.199,0.3,2.402,3.052,0.788,0.0,0.0,0.0,0.756,0.189,1.513,0.496,0.0
N'Golo Kanté,France,MF,True,False,1,False,264.0,5,0.0,0.488,0.0,0.0,1.92,0.488,0.0,0.0,0.0,0.363,0.0,0.0,1.429,0.0,0.0
Ibrahima Konaté,France,DF,True,False,1,False,427.0,5,0.0,0.51,0.51,0.0,1.821,0.599,0.368,0.0,0.0,0.272,0.272,0.0,0.97,0.196,0.0
Jean Philippe Mateta,France,FW,True,False,0,False,45.0,1,0.0,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Lucas Hernández,France,DF,True,False,1,False,209.0,3,0.0,0.0,0.0,0.0,0.574,1.582,0.0,0.0,0.0,0.0,0.0,0.0,0.492,0.0,0.0
Warren Zaïre-Emery,France,MF,True,False,1,False,176.0,4,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0,0.0,0.0
Brice Samba,France,GK,True,False,1,False,96.0,1,0.0,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Kalulu,France,DF,True,False,1,False,104.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.744,0.0
Randal Kolo Muani,France,FW,True,False,0,False,33.0,1,0.0,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.727,0.0,0.0
Eduardo Camavinga,France,MF,True,False,0,False,127.0,3,0.0,0.0,0.353,0.0,2.112,2.446,0.848,0.0,0.0,0.0,0.61,0.0,3.652,1.467,0.0
Lucas Chevalier,France,GK,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khéphren Thuram,France,MF,True,False,0,False,195.0,3,0.0,0.0,1.916,1.342,2.206,1.279,0.0,0.0,0.0,0.0,1.924,1.347,2.215,0.0,0.0
Kingsley Coman,France,FW,True,False,0,False,122.0,3,0.0,0.0,0.353,0.353,0.0,1.773,0.0,0.0,0.0,0.0,0.745,0.745,0.0,0.0,0.0
Assan Ouédraogo,Germany,MF,True,False,0,False,13.0,1,0.488,0.0,0.488,0.488,0.0,0.0,0.0,0.0,6.923,0.0,6.923,6.923,0.0,0.0,1.0
Deniz Undav,Germany,FW,True,False,1,False,161.0,4,2.835,3.634,4.212,3.702,2.034,0.433,0.0,0.0,2.567,3.289,3.814,3.352,1.841,0.0,0.673
Kai Havertz,Germany,FW,True,True,2,True,259.0,4,4.078,0.51,5.018,4.705,2.423,2.847,0.0,0.0,1.736,0.217,2.136,2.003,1.032,0.0,0.813
Nadiem Amiri,Germany,MF,True,False,0,False,50.0,3,0.255,0.0,1.198,0.255,0.0,0.764,0.0,0.0,1.329,0.0,6.249,1.329,0.0,0.0,0.213
Jamal Musiala,Germany,MF,True,True,3,True,234.0,3,2.034,0.0,3.41,2.977,5.087,3.71,0.0,0.0,1.004,0.0,1.685,1.47,2.513,0.0,0.596
Nick Woltemade,Germany,FW,True,False,0,False,513.0,8,1.67,0.255,3.508,1.67,3.579,2.21,0.0,0.0,0.787,0.12,1.653,0.787,1.686,0.0,0.476
Ridle Baku,Germany,DF,True,False,0,False,146.0,4,0.488,0.415,1.203,0.488,0.488,0.0,0.0,0.0,0.744,0.632,1.832,0.744,0.744,0.0,0.406
Serge Gnabry,Germany,FW,True,False,0,False,506.0,7,1.356,0.801,5.612,2.998,0.623,1.42,0.0,0.0,0.669,0.396,2.77,1.48,0.308,0.0,0.242
Nathaniel Brown,Germany,DF,True,True,3,True,311.0,6,1.6,1.6,2.034,1.6,3.688,1.388,0.0,0.0,0.653,0.653,0.83,0.653,1.505,0.0,0.787
Felix Nmecha,Germany,MF,True,True,3,True,318.0,5,1.6,0.0,9.168,6.646,2.955,2.11,0.0,0.0,0.624,0.0,3.573,2.591,1.152,0.0,0.175
Leroy Sané,Germany,FW,True,True,2,True,423.0,7,1.486,1.271,8.209,1.486,4.622,2.015,0.0,0.0,0.463,0.396,2.557,0.463,1.44,0.0,0.181
Nico Schlotterbeck,Germany,DF,True,True,3,True,649.0,8,1.6,0.0,4.722,3.882,5.54,3.144,0.878,0.0,0.393,0.0,1.159,0.953,1.36,0.216,0.339
Florian Wirtz,Germany,FW,True,True,3,True,830.0,10,1.315,3.203,8.346,3.579,2.2,2.139,0.0,0.0,0.28,0.681,1.774,0.761,0.468,0.0,0.158
Joshua Kimmich,Germany,MF,True,True,3,True,748.0,9,0.599,4.632,2.236,1.199,1.454,7.573,0.0,0.0,0.143,1.105,0.533,0.286,0.347,0.0,0.268
David Raum,Germany,MF,True,False,0,False,589.0,9,0.3,0.607,2.823,2.155,2.096,2.799,0.51,0.0,0.116,0.235,1.092,0.834,0.811,0.197,0.106
Jonathan Tah,Germany,DF,True,True,3,True,745.0,10,0.313,0.0,1.05,0.682,6.969,0.51,0.415,0.0,0.073,0.0,0.246,0.16,1.634,0.097,0.298
Manuel Neuer,Germany,GK,True,True,1,False,90.0,1,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Pavlović,Germany,MF,True,True,3,True,572.0,7,0.0,0.433,4.362,1.6,12.32,5.381,0.0,0.0,0.0,0.114,1.152,0.423,3.254,0.0,0.0
Antonio Rüdiger,Germany,DF,True,False,0,False,144.0,3,0.0,0.0,0.0,0.0,0.623,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.867,0.355,0.0
Leon Goretzka,Germany,MF,True,False,0,False,484.0,9,0.0,0.488,3.308,0.788,1.835,0.415,0.415,0.0,0.0,0.221,1.495,0.356,0.829,0.187,0.0
Waldemar Anton,Germany,DF,True,False,0,False,270.0,6,0.0,0.0,0.969,0.415,1.225,0.83,0.0,0.0,0.0,0.0,0.79,0.338,0.998,0.0,0.0
Oliver Baumann,Germany,GK,True,False,2,True,720.0,8,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Leweling,Germany,MF,True,False,0,False,119.0,3,0.0,0.0,0.67,0.415,0.255,0.255,0.0,0.0,0.0,0.0,1.643,1.018,0.625,0.0,0.0
Angelo Stiller,Germany,MF,True,False,0,False,151.0,3,0.0,0.0,0.0,0.0,1.505,0.313,0.0,0.0,0.0,0.0,0.0,0.0,2.573,0.0,0.0
Maximilian Beier,Germany,FW,True,False,0,False,116.0,5,0.0,0.0,1.22,0.867,0.944,0.0,0.51,0.0,0.0,0.0,2.689,1.911,2.08,1.124,0.0
Lennart Karl,Germany,MF,True,False,1,False,145.0,3,0.0,0.433,1.604,0.368,0.0,0.368,0.0,0.0,0.0,0.688,2.547,0.585,0.0,0.0,0.0
Alexander Nübel,Germany,GK,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal Groß,Germany,MF,True,False,0,False,137.0,3,0.0,0.313,0.623,0.623,1.133,0.255,0.0,0.0,0.0,0.664,1.322,1.322,2.403,0.0,0.0
Josha Vagnoman,Germany,DF,True,False,0,False,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Führich,Germany,MF,True,False,0,False,29.0,1,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anton Stach,Germany,MF,True,False,0,False,10.0,1,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Malick Thiaw,Germany,DF,True,False,0,False,37.0,2,0.0,0.0,0.0,0.0,0.488,0.0,0.488,0.0,0.0,0.0,0.0,0.0,2.546,2.546,0.0
Kevin Schade,Germany,MF,True,False,0,False,24.0,1,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karim Adeyemi,Germany,MF,True,False,0,False,125.0,2,0.0,0.0,1.252,0.0,0.3,0.3,0.353,0.0,0.0,0.0,2.758,0.0,0.66,0.777,0.0
Robert Andrich,Germany,MF,True,False,0,False,4.0,1,0.0,0.0,0.0,0.0,0.0,0.353,0.353,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0
Jonathan Burkardt,Germany,FW,True,False,0,False,30.0,2,0.0,0.0,0.599,0.3,0.599,0.0,0.0,0.0,0.0,0.0,5.965,2.982,5.965,0.0,0.0
Robin Koch,Germany,DF,True,False,0,False,90.0,1,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Abdul Fatawu Issahaku,Ghana,MF,True,False,1,False,139.0,3,0.433,0.0,0.802,0.433,0.433,0.0,0.0,0.0,0.617,0.0,1.142,0.617,0.617,0.0,0.541
Caleb Yirenkyi,Ghana,DF,True,False,1,False,369.0,5,0.6,0.0,0.6,0.6,1.613,1.601,0.0,0.0,0.401,0.0,0.401,0.401,1.079,0.0,1.0
Jordan Ayew,Ghana,FW,True,False,2,True,251.0,3,0.368,0.0,1.568,0.968,0.0,3.309,0.0,0.0,0.287,0.0,1.22,0.753,0.0,0.0,0.235
Lawrence Ati Zigi,Ghana,GK,True,False,1,False,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin Senaya,Ghana,DF,True,False,1,False,99.0,2,0.0,0.0,1.568,0.0,1.2,0.968,0.0,0.0,0.0,0.0,2.622,0.0,2.006,0.0,0.0
Jonas Adjei Adjetey,Ghana,DF,True,False,2,True,429.0,5,0.0,0.0,0.866,0.0,3.015,0.433,0.433,0.0,0.0,0.0,0.457,0.0,1.591,0.229,0.0
Jerome Opoku,Ghana,DF,True,False,1,False,176.0,3,0.0,0.0,0.6,0.6,0.532,1.132,0.0,0.0,0.0,0.0,0.722,0.722,0.641,0.0,0.0
Gideon Mensah,Ghana,DF,True,False,1,False,215.0,4,0.0,0.0,0.0,0.0,1.826,0.579,0.0,0.0,0.0,0.0,0.0,0.0,1.779,0.0,0.0
Thomas Partey,Ghana,MF,True,False,2,True,221.0,3,0.0,0.0,0.0,0.0,2.435,1.17,0.968,0.0,0.0,0.0,0.0,0.0,2.243,0.892,0.0
Elisha Owusu,Ghana,MF,True,False,1,False,113.0,3,0.0,0.0,0.0,0.0,1.033,0.368,0.433,0.0,0.0,0.0,0.0,0.0,1.591,0.667,0.0
Prince Kwabena Adu,Ghana,FW,True,False,2,True,288.0,5,0.0,0.0,1.013,0.266,1.446,2.295,0.433,0.0,0.0,0.0,0.805,0.212,1.149,0.344,0.0
Kamaldeen Sulemana,Ghana,MF,True,False,1,False,247.0,5,0.0,0.0,1.493,1.179,1.112,0.846,0.0,0.0,0.0,0.0,1.476,1.167,1.1,0.0,0.0
Benjamin Asare,Ghana,GK,True,False,2,True,301.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwasi Sibo,Ghana,MF,True,False,1,False,339.0,5,0.0,0.0,0.433,0.0,1.715,0.626,0.368,0.0,0.0,0.0,0.314,0.0,1.244,0.267,0.0
Brandon Thomas-Asante,Ghana,MF,True,False,0,False,148.0,3,0.0,0.0,1.54,0.0,0.6,1.132,0.0,0.0,0.0,0.0,2.486,0.0,0.969,0.0,0.0
Ernest Nuamah,Ghana,FW,True,False,0,False,45.0,1,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Christopher Baah,Ghana,FW,True,False,0,False,144.0,5,0.0,0.0,0.0,0.0,0.579,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.974,0.0,0.0
Alidu Seidu,Ghana,DF,True,False,0,False,139.0,3,0.0,0.0,0.0,0.0,0.94,0.0,0.913,0.0,0.0,0.0,0.0,0.0,1.829,1.777,0.0
Iñaki Williams,Ghana,FW,True,False,0,False,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul Mumin,Ghana,DF,True,False,0,False,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rahman Baba,Ghana,DF,True,False,0,False,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Gyamerah,Ghana,DF,True,False,1,False,89.0,1,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Naasei,Ghana,DF,True,False,1,False,89.0,1,0.0,0.0,0.0,0.0,1.02,0.51,0.51,0.0,0.0,0.0,0.0,0.0,2.022,1.011,0.0
Nathaniel Adjei,Ghana,DF,True,False,1,False,89.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terry Yegbe,Ghana,DF,True,False,1,False,89.0,1,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.022,0.0,0.0
Jesurun Rak-Sakyi,Ghana,MF,True,False,1,False,66.0,1,0.0,0.0,0.51,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.364,0.0,0.0,0.0,0.0
Majeed Ashimeru,Ghana,MF,True,False,1,False,75.0,1,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Agyei,Ghana,MF,True,False,1,False,76.0,1,0.0,0.0,0.0,0.0,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,2.368,0.0,0.0
Dan Agyei,Ghana,MF,True,False,1,False,66.0,1,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim Osman,Ghana,MF,True,False,1,False,75.0,1,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0
Felix Afena-Gyan,Ghana,FW,True,False,1,False,67.0,1,0.0,0.0,1.53,1.02,0.0,1.53,0.0,0.0,0.0,0.0,4.03,2.687,0.0,0.0,0.0
Razak Simpson,Ghana,DF,True,False,0,False,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Amoako Junior,Ghana,FW,True,False,0,False,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Afriyie,Ghana,FW,True,False,0,False,23.0,1,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.913,0.0,0.0
Abdul Aziz Issah,Ghana,MF,True,False,0,False,15.0,1,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Opoku,Ghana,FW,True,False,0,False,15.0,1,0.0,0.0,0.0,0.0,0.51,1.02,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Solomon Agbesi,Ghana,GK,True,False,0,False,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salim Adams,Ghana,MF,True,False,0,False,14.0,1,0.0,0.0,1.02,0.51,0.0,0.0,0.0,0.0,0.0,0.0,12.857,6.429,0.0,0.0,0.0
David Oduro,Ghana,DF,True,False,0,False,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebenezer Adade,Ghana,DF,True,False,0,False,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dacosta Antwi,Ghana,DF,True,False,0,False,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebenezer Abban,Ghana,DF,True,False,0,False,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Djiku,Ghana,DF,True,False,1,False,184.0,2,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
Kojo Peprah Oppong,Ghana,DF,True,False,1,False,236.0,3,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Köhn,Ghana,DF,True,False,1,False,246.0,3,0.0,0.433,0.266,0.0,0.0,0.368,0.0,0.0,0.0,0.446,0.274,0.0,0.0,0.0,0.0
